,States,Years,Quarter,Pincodes,Rergistered_users
1603,Chhattisgarh,2020,3,491001,79505
1604,Chhattisgarh,2020,3,491441,69637
1605,Chhattisgarh,2020,3,496005,65408
1606,Chhattisgarh,2020,3,490023,61657
1607,Chhattisgarh,2020,3,492009,60889
1608,Chhattisgarh,2020,3,490006,52709
1609,Chhattisgarh,2020,3,495450,52395
1610,Chhattisgarh,2020,4,492001,178877
1611,Chhattisgarh,2020,4,495001,143559
1612,Chhattisgarh,2020,4,497001,101713
1613,Chhattisgarh,2020,4,491001,87076
1614,Chhattisgarh,2020,4,491441,77139
1615,Chhattisgarh,2020,4,496005,71047
1616,Chhattisgarh,2020,4,490023,67026
1617,Chhattisgarh,2020,4,492009,66591
1618,Chhattisgarh,2020,4,495450,57457
1619,Chhattisgarh,2020,4,490006,57129
1620,Chhattisgarh,2021,1,492001,192280
1621,Chhattisgarh,2021,1,495001,154709
1622,Chhattisgarh,2021,1,497001,109875
1623,Chhattisgarh,2021,1,491001,93667
1624,Chhattisgarh,2021,1,491441,83189
1625,Chhattisgarh,2021,1,496005,76306
1626,Chhattisgarh,2021,1,490023,71859
1627,Chhattisgarh,2021,1,492009,71684
1628,Chhattisgarh,2021,1,495450,61932
1629,Chhattisgarh,2021,1,494001,61107
1630,Chhattisgarh,2021,2,492001,205399
1631,Chhattisgarh,2021,2,495001,165049
1632,Chhattisgarh,2021,2,497001,117695
1633,Chhattisgarh,2021,2,491001,99908
1634,Chhattisgarh,2021,2,491441,88935
1635,Chhattisgarh,2021,2,496005,81517
1636,Chhattisgarh,2021,2,492009,76560
1637,Chhattisgarh,2021,2,490023,76521
1638,Chhattisgarh,2021,2,495450,66184
1639,Chhattisgarh,2021,2,494001,65456
1640,Chhattisgarh,2021,3,492001,219691
1641,Chhattisgarh,2021,3,495001,176348
1642,Chhattisgarh,2021,3,497001,126575
1643,Chhattisgarh,2021,3,491001,106903
1644,Chhattisgarh,2021,3,491441,95381
1645,Chhattisgarh,2021,3,496005,87358
1646,Chhattisgarh,2021,3,492009,81992
1647,Chhattisgarh,2021,3,490023,81694
1648,Chhattisgarh,2021,3,495450,70959
1649,Chhattisgarh,2021,3,494001,70221
1650,Chhattisgarh,2021,4,492001,234198
1651,Chhattisgarh,2021,4,495001,187901
1652,Chhattisgarh,2021,4,497001,135215
1653,Chhattisgarh,2021,4,491001,113772
1654,Chhattisgarh,2021,4,491441,101670
1655,Chhattisgarh,2021,4,496005,93194
1656,Chhattisgarh,2021,4,492009,87424
1657,Chhattisgarh,2021,4,490023,86886
1658,Chhattisgarh,2021,4,495450,75706
1659,Chhattisgarh,2021,4,494001,74989
1660,Chhattisgarh,2022,1,492001,247599
1661,Chhattisgarh,2022,1,495001,198702
1662,Chhattisgarh,2022,1,497001,143644
1663,Chhattisgarh,2022,1,491001,120368
1664,Chhattisgarh,2022,1,491441,107760
1665,Chhattisgarh,2022,1,496005,98838
1666,Chhattisgarh,2022,1,492009,92386
1667,Chhattisgarh,2022,1,490023,91792
1668,Chhattisgarh,2022,1,495450,80200
1669,Chhattisgarh,2022,1,494001,79440
1670,Chhattisgarh,2022,2,492001,260351
1671,Chhattisgarh,2022,2,495001,209069
1672,Chhattisgarh,2022,2,497001,151503
1673,Chhattisgarh,2022,2,491001,126583
1674,Chhattisgarh,2022,2,491441,113505
1675,Chhattisgarh,2022,2,496005,104122
1676,Chhattisgarh,2022,2,492009,97149
1677,Chhattisgarh,2022,2,490023,96605
1678,Chhattisgarh,2022,2,495450,84459
1679,Chhattisgarh,2022,2,494001,83653
1680,Chhattisgarh,2022,3,492001,273586
1681,Chhattisgarh,2022,3,495001,219881
1682,Chhattisgarh,2022,3,497001,159641
1683,Chhattisgarh,2022,3,491001,133077
1684,Chhattisgarh,2022,3,491441,119363
1685,Chhattisgarh,2022,3,496005,109817
1686,Chhattisgarh,2022,3,492009,102118
1687,Chhattisgarh,2022,3,490023,101541
1688,Chhattisgarh,2022,3,495450,88925
1689,Chhattisgarh,2022,3,494001,88104
1690,Chhattisgarh,2022,4,492001,286884
1691,Chhattisgarh,2022,4,495001,230659
1692,Chhattisgarh,2022,4,497001,167148
1693,Chhattisgarh,2022,4,491001,139295
1694,Chhattisgarh,2022,4,491441,124619
1695,Chhattisgarh,2022,4,496005,115217
1696,Chhattisgarh,2022,4,492009,107033
1697,Chhattisgarh,2022,4,490023,106532
1698,Chhattisgarh,2022,4,495450,93326
1699,Chhattisgarh,2022,4,494001,92244
1700,Chhattisgarh,2023,1,492001,299741
1701,Chhattisgarh,2023,1,495001,241101
1702,Chhattisgarh,2023,1,497001,175004
1703,Chhattisgarh,2023,1,491001,145556
1704,Chhattisgarh,2023,1,491441,130250
1705,Chhattisgarh,2023,1,496005,120618
1706,Chhattisgarh,2023,1,492009,111857
1707,Chhattisgarh,2023,1,490023,111318
1708,Chhattisgarh,2023,1,495450,97597
1709,Chhattisgarh,2023,1,494001,96517
1710,Chhattisgarh,2023,2,492001,310425
1711,Chhattisgarh,2023,2,495001,249785
1712,Chhattisgarh,2023,2,497001,182451
1713,Chhattisgarh,2023,2,491001,151138
1714,Chhattisgarh,2023,2,491441,135501
1715,Chhattisgarh,2023,2,496005,125306
1716,Chhattisgarh,2023,2,492009,115855
1717,Chhattisgarh,2023,2,490023,115541
1718,Chhattisgarh,2023,2,495450,101392
1719,Chhattisgarh,2023,2,494001,100315
1720,Chhattisgarh,2023,3,492001,322356
1721,Chhattisgarh,2023,3,495001,259634
1722,Chhattisgarh,2023,3,497001,189873
1723,Chhattisgarh,2023,3,491001,157089
1724,Chhattisgarh,2023,3,491441,140800
1725,Chhattisgarh,2023,3,496005,130435
1726,Chhattisgarh,2023,3,492009,120315
1727,Chhattisgarh,2023,3,490023,119960
1728,Chhattisgarh,2023,3,495450,105476
1729,Chhattisgarh,2023,3,494001,104414
1730,Chhattisgarh,2023,4,492001,332868
1731,Chhattisgarh,2023,4,495001,268341
1732,Chhattisgarh,2023,4,497001,196463
1733,Chhattisgarh,2023,4,491001,162406
1734,Chhattisgarh,2023,4,491441,145795
1735,Chhattisgarh,2023,4,496005,134929
1736,Chhattisgarh,2023,4,492009,124316
1737,Chhattisgarh,2023,4,490023,124113
1738,Chhattisgarh,2023,4,495450,109138
1739,Chhattisgarh,2023,4,494001,107925
1740,Chhattisgarh,2024,1,492001,345337
1741,Chhattisgarh,2024,1,495001,278504
1742,Chhattisgarh,2024,1,497001,204368
1743,Chhattisgarh,2024,1,491001,168651
1744,Chhattisgarh,2024,1,491441,151705
1745,Chhattisgarh,2024,1,496005,140288
1746,Chhattisgarh,2024,1,492009,128941
1747,Chhattisgarh,2024,1,490023,128901
1748,Chhattisgarh,2024,1,495450,113506
1749,Chhattisgarh,2024,1,494001,112189
1750,Dadra and Nagar Haveli and Daman and Diu,2018,1,396230,26888
1751,Dadra and Nagar Haveli and Daman and Diu,2018,1,396210,12153
1752,Dadra and Nagar Haveli and Daman and Diu,2018,1,396215,6390
1753,Dadra and Nagar Haveli and Daman and Diu,2018,1,396235,5140
1754,Dadra and Nagar Haveli and Daman and Diu,2018,1,362520,1330
1755,Dadra and Nagar Haveli and Daman and Diu,2018,1,362571,767
1756,Dadra and Nagar Haveli and Daman and Diu,2018,1,362540,365
1757,Dadra and Nagar Haveli and Daman and Diu,2018,1,396220,134
1758,Dadra and Nagar Haveli and Daman and Diu,2018,1,362570,91
1759,Dadra and Nagar Haveli and Daman and Diu,2018,2,396230,36053
1760,Dadra and Nagar Haveli and Daman and Diu,2018,2,396210,16275
1761,Dadra and Nagar Haveli and Daman and Diu,2018,2,396215,8687
1762,Dadra and Nagar Haveli and Daman and Diu,2018,2,396235,7032
1763,Dadra and Nagar Haveli and Daman and Diu,2018,2,362520,1728
1764,Dadra and Nagar Haveli and Daman and Diu,2018,2,362571,930
1765,Dadra and Nagar Haveli and Daman and Diu,2018,2,362540,463
1766,Dadra and Nagar Haveli and Daman and Diu,2018,2,396220,182
1767,Dadra and Nagar Haveli and Daman and Diu,2018,2,362570,108
1768,Dadra and Nagar Haveli and Daman and Diu,2018,3,396230,46381
1769,Dadra and Nagar Haveli and Daman and Diu,2018,3,396210,20999
1770,Dadra and Nagar Haveli and Daman and Diu,2018,3,396215,11408
1771,Dadra and Nagar Haveli and Daman and Diu,2018,3,396235,9245
1772,Dadra and Nagar Haveli and Daman and Diu,2018,3,362520,2056
1773,Dadra and Nagar Haveli and Daman and Diu,2018,3,362571,1076
1774,Dadra and Nagar Haveli and Daman and Diu,2018,3,362540,573
1775,Dadra and Nagar Haveli and Daman and Diu,2018,3,396220,244
1776,Dadra and Nagar Haveli and Daman and Diu,2018,3,362570,125
1777,Dadra and Nagar Haveli and Daman and Diu,2018,4,396230,58055
1778,Dadra and Nagar Haveli and Daman and Diu,2018,4,396210,27039
1779,Dadra and Nagar Haveli and Daman and Diu,2018,4,396215,14722
1780,Dadra and Nagar Haveli and Daman and Diu,2018,4,396235,11778
1781,Dadra and Nagar Haveli and Daman and Diu,2018,4,362520,2456
1782,Dadra and Nagar Haveli and Daman and Diu,2018,4,362571,1336
1783,Dadra and Nagar Haveli and Daman and Diu,2018,4,362540,686
1784,Dadra and Nagar Haveli and Daman and Diu,2018,4,396220,308
1785,Dadra and Nagar Haveli and Daman and Diu,2018,4,362570,131
1786,Dadra and Nagar Haveli and Daman and Diu,2019,1,396230,69568
1787,Dadra and Nagar Haveli and Daman and Diu,2019,1,396210,32703
1788,Dadra and Nagar Haveli and Daman and Diu,2019,1,396215,18018
1789,Dadra and Nagar Haveli and Daman and Diu,2019,1,396235,14419
1790,Dadra and Nagar Haveli and Daman and Diu,2019,1,362520,2879
1791,Dadra and Nagar Haveli and Daman and Diu,2019,1,362571,1582
1792,Dadra and Nagar Haveli and Daman and Diu,2019,1,362540,842
1793,Dadra and Nagar Haveli and Daman and Diu,2019,1,396220,372
1794,Dadra and Nagar Haveli and Daman and Diu,2019,1,362570,149
1795,Dadra and Nagar Haveli and Daman and Diu,2019,2,396230,78132
1796,Dadra and Nagar Haveli and Daman and Diu,2019,2,396210,37160
1797,Dadra and Nagar Haveli and Daman and Diu,2019,2,396215,20428
1798,Dadra and Nagar Haveli and Daman and Diu,2019,2,396235,16250
1799,Dadra and Nagar Haveli and Daman and Diu,2019,2,362520,3291
1800,Dadra and Nagar Haveli and Daman and Diu,2019,2,362571,1785
1801,Dadra and Nagar Haveli and Daman and Diu,2019,2,362540,947
1802,Dadra and Nagar Haveli and Daman and Diu,2019,2,396220,417
1803,Dadra and Nagar Haveli and Daman and Diu,2019,2,362570,170
1804,Dadra and Nagar Haveli and Daman and Diu,2019,3,396230,87039
1805,Dadra and Nagar Haveli and Daman and Diu,2019,3,396210,41395
1806,Dadra and Nagar Haveli and Daman and Diu,2019,3,396215,22996
1807,Dadra and Nagar Haveli and Daman and Diu,2019,3,396235,18290
1808,Dadra and Nagar Haveli and Daman and Diu,2019,3,362520,3618
1809,Dadra and Nagar Haveli and Daman and Diu,2019,3,362571,1908
1810,Dadra and Nagar Haveli and Daman and Diu,2019,3,362540,1044
1811,Dadra and Nagar Haveli and Daman and Diu,2019,3,396220,463
1812,Dadra and Nagar Haveli and Daman and Diu,2019,3,362570,176
1813,Dadra and Nagar Haveli and Daman and Diu,2019,4,396230,97116
1814,Dadra and Nagar Haveli and Daman and Diu,2019,4,396210,46041
1815,Dadra and Nagar Haveli and Daman and Diu,2019,4,396215,25932
1816,Dadra and Nagar Haveli and Daman and Diu,2019,4,396235,20689
1817,Dadra and Nagar Haveli and Daman and Diu,2019,4,362520,3953
1818,Dadra and Nagar Haveli and Daman and Diu,2019,4,362571,2041
1819,Dadra and Nagar Haveli and Daman and Diu,2019,4,362540,1138
1820,Dadra and Nagar Haveli and Daman and Diu,2019,4,396220,497
1821,Dadra and Nagar Haveli and Daman and Diu,2019,4,362570,191
1822,Dadra and Nagar Haveli and Daman and Diu,2020,1,396230,107112
1823,Dadra and Nagar Haveli and Daman and Diu,2020,1,396210,50829
1824,Dadra and Nagar Haveli and Daman and Diu,2020,1,396215,28959
1825,Dadra and Nagar Haveli and Daman and Diu,2020,1,396235,23143
1826,Dadra and Nagar Haveli and Daman and Diu,2020,1,362520,4269
1827,Dadra and Nagar Haveli and Daman and Diu,2020,1,362571,2223
1828,Dadra and Nagar Haveli and Daman and Diu,2020,1,362540,1217
1829,Dadra and Nagar Haveli and Daman and Diu,2020,1,396220,541
1830,Dadra and Nagar Haveli and Daman and Diu,2020,1,362570,203
1831,Dadra and Nagar Haveli and Daman and Diu,2020,2,396230,119858
1832,Dadra and Nagar Haveli and Daman and Diu,2020,2,396210,56796
1833,Dadra and Nagar Haveli and Daman and Diu,2020,2,396215,32569
1834,Dadra and Nagar Haveli and Daman and Diu,2020,2,396235,26145
1835,Dadra and Nagar Haveli and Daman and Diu,2020,2,362520,4635
1836,Dadra and Nagar Haveli and Daman and Diu,2020,2,362571,2541
1837,Dadra and Nagar Haveli and Daman and Diu,2020,2,362540,1398
1838,Dadra and Nagar Haveli and Daman and Diu,2020,2,396220,651
1839,Dadra and Nagar Haveli and Daman and Diu,2020,2,362570,221
1840,Dadra and Nagar Haveli and Daman and Diu,2020,3,396230,131460
1841,Dadra and Nagar Haveli and Daman and Diu,2020,3,396210,61967
1842,Dadra and Nagar Haveli and Daman and Diu,2020,3,396215,35428
1843,Dadra and Nagar Haveli and Daman and Diu,2020,3,396235,28723
1844,Dadra and Nagar Haveli and Daman and Diu,2020,3,362520,5010
1845,Dadra and Nagar Haveli and Daman and Diu,2020,3,362571,2821
1846,Dadra and Nagar Haveli and Daman and Diu,2020,3,362540,1581
1847,Dadra and Nagar Haveli and Daman and Diu,2020,3,396220,713
1848,Dadra and Nagar Haveli and Daman and Diu,2020,3,362570,243
1849,Dadra and Nagar Haveli and Daman and Diu,2020,4,396230,145541
1850,Dadra and Nagar Haveli and Daman and Diu,2020,4,396210,68594
1851,Dadra and Nagar Haveli and Daman and Diu,2020,4,396215,39109
1852,Dadra and Nagar Haveli and Daman and Diu,2020,4,396235,31891
1853,Dadra and Nagar Haveli and Daman and Diu,2020,4,362520,5447
1854,Dadra and Nagar Haveli and Daman and Diu,2020,4,362571,3079
1855,Dadra and Nagar Haveli and Daman and Diu,2020,4,362540,1750
1856,Dadra and Nagar Haveli and Daman and Diu,2020,4,396220,808
1857,Dadra and Nagar Haveli and Daman and Diu,2020,4,362570,274
1858,Dadra and Nagar Haveli and Daman and Diu,2021,1,396230,157679
1859,Dadra and Nagar Haveli and Daman and Diu,2021,1,396210,74340
1860,Dadra and Nagar Haveli and Daman and Diu,2021,1,396215,42510
1861,Dadra and Nagar Haveli and Daman and Diu,2021,1,396235,34583
1862,Dadra and Nagar Haveli and Daman and Diu,2021,1,362520,5885
1863,Dadra and Nagar Haveli and Daman and Diu,2021,1,362571,3337
1864,Dadra and Nagar Haveli and Daman and Diu,2021,1,362540,1890
1865,Dadra and Nagar Haveli and Daman and Diu,2021,1,396220,878
1866,Dadra and Nagar Haveli and Daman and Diu,2021,1,362570,294
1867,Dadra and Nagar Haveli and Daman and Diu,2021,2,396230,169433
1868,Dadra and Nagar Haveli and Daman and Diu,2021,2,396210,79673
1869,Dadra and Nagar Haveli and Daman and Diu,2021,2,396215,45646
1870,Dadra and Nagar Haveli and Daman and Diu,2021,2,396235,37083
1871,Dadra and Nagar Haveli and Daman and Diu,2021,2,362520,6307
1872,Dadra and Nagar Haveli and Daman and Diu,2021,2,362571,3577
1873,Dadra and Nagar Haveli and Daman and Diu,2021,2,362540,2027
1874,Dadra and Nagar Haveli and Daman and Diu,2021,2,396220,939
1875,Dadra and Nagar Haveli and Daman and Diu,2021,2,362570,309
1876,Dadra and Nagar Haveli and Daman and Diu,2021,3,396230,182708
1877,Dadra and Nagar Haveli and Daman and Diu,2021,3,396210,85704
1878,Dadra and Nagar Haveli and Daman and Diu,2021,3,396215,49261
1879,Dadra and Nagar Haveli and Daman and Diu,2021,3,396235,40023
1880,Dadra and Nagar Haveli and Daman and Diu,2021,3,362520,6787
1881,Dadra and Nagar Haveli and Daman and Diu,2021,3,362571,3850
1882,Dadra and Nagar Haveli and Daman and Diu,2021,3,362540,2189
1883,Dadra and Nagar Haveli and Daman and Diu,2021,3,396220,1011
1884,Dadra and Nagar Haveli and Daman and Diu,2021,3,362570,341
1885,Dadra and Nagar Haveli and Daman and Diu,2021,4,396230,196135
1886,Dadra and Nagar Haveli and Daman and Diu,2021,4,396210,91807
1887,Dadra and Nagar Haveli and Daman and Diu,2021,4,396215,52915
1888,Dadra and Nagar Haveli and Daman and Diu,2021,4,396235,42975
1889,Dadra and Nagar Haveli and Daman and Diu,2021,4,362520,7231
1890,Dadra and Nagar Haveli and Daman and Diu,2021,4,362571,4107
1891,Dadra and Nagar Haveli and Daman and Diu,2021,4,362540,2349
1892,Dadra and Nagar Haveli and Daman and Diu,2021,4,396220,1084
1893,Dadra and Nagar Haveli and Daman and Diu,2021,4,362570,360
1894,Dadra and Nagar Haveli and Daman and Diu,2022,1,396230,208830
1895,Dadra and Nagar Haveli and Daman and Diu,2022,1,396210,97488
1896,Dadra and Nagar Haveli and Daman and Diu,2022,1,396215,56396
1897,Dadra and Nagar Haveli and Daman and Diu,2022,1,396235,45747
1898,Dadra and Nagar Haveli and Daman and Diu,2022,1,362520,7714
1899,Dadra and Nagar Haveli and Daman and Diu,2022,1,362571,4360
1900,Dadra and Nagar Haveli and Daman and Diu,2022,1,362540,2504
1901,Dadra and Nagar Haveli and Daman and Diu,2022,1,396220,1145
1902,Dadra and Nagar Haveli and Daman and Diu,2022,1,362570,386
1903,Dadra and Nagar Haveli and Daman and Diu,2022,2,396230,220980
1904,Dadra and Nagar Haveli and Daman and Diu,2022,2,396210,103014
1905,Dadra and Nagar Haveli and Daman and Diu,2022,2,396215,59641
1906,Dadra and Nagar Haveli and Daman and Diu,2022,2,396235,48364
1907,Dadra and Nagar Haveli and Daman and Diu,2022,2,362520,8149
1908,Dadra and Nagar Haveli and Daman and Diu,2022,2,362571,4611
1909,Dadra and Nagar Haveli and Daman and Diu,2022,2,362540,2642
1910,Dadra and Nagar Haveli and Daman and Diu,2022,2,396220,1206
1911,Dadra and Nagar Haveli and Daman and Diu,2022,2,362570,409
1912,Dadra and Nagar Haveli and Daman and Diu,2022,3,396230,233674
1913,Dadra and Nagar Haveli and Daman and Diu,2022,3,396210,108872
1914,Dadra and Nagar Haveli and Daman and Diu,2022,3,396215,63078
1915,Dadra and Nagar Haveli and Daman and Diu,2022,3,396235,51249
1916,Dadra and Nagar Haveli and Daman and Diu,2022,3,362520,8564
1917,Dadra and Nagar Haveli and Daman and Diu,2022,3,362571,4883
1918,Dadra and Nagar Haveli and Daman and Diu,2022,3,362540,2790
1919,Dadra and Nagar Haveli and Daman and Diu,2022,3,396220,1269
1920,Dadra and Nagar Haveli and Daman and Diu,2022,3,362570,428
1921,Dadra and Nagar Haveli and Daman and Diu,2022,4,396230,246264
1922,Dadra and Nagar Haveli and Daman and Diu,2022,4,396210,114561
1923,Dadra and Nagar Haveli and Daman and Diu,2022,4,396215,66595
1924,Dadra and Nagar Haveli and Daman and Diu,2022,4,396235,53953
1925,Dadra and Nagar Haveli and Daman and Diu,2022,4,362520,8942
1926,Dadra and Nagar Haveli and Daman and Diu,2022,4,362571,5114
1927,Dadra and Nagar Haveli and Daman and Diu,2022,4,362540,2925
1928,Dadra and Nagar Haveli and Daman and Diu,2022,4,396220,1325
1929,Dadra and Nagar Haveli and Daman and Diu,2022,4,362570,446
1930,Dadra and Nagar Haveli and Daman and Diu,2023,1,396230,258320
1931,Dadra and Nagar Haveli and Daman and Diu,2023,1,396210,120136
1932,Dadra and Nagar Haveli and Daman and Diu,2023,1,396215,69913
1933,Dadra and Nagar Haveli and Daman and Diu,2023,1,396235,56631
1934,Dadra and Nagar Haveli and Daman and Diu,2023,1,362520,9335
1935,Dadra and Nagar Haveli and Daman and Diu,2023,1,362571,5384
1936,Dadra and Nagar Haveli and Daman and Diu,2023,1,362540,3057
1937,Dadra and Nagar Haveli and Daman and Diu,2023,1,396220,1383
1938,Dadra and Nagar Haveli and Daman and Diu,2023,1,362570,458
1939,Dadra and Nagar Haveli and Daman and Diu,2023,2,396230,269152
1940,Dadra and Nagar Haveli and Daman and Diu,2023,2,396210,124984
1941,Dadra and Nagar Haveli and Daman and Diu,2023,2,396215,72836
1942,Dadra and Nagar Haveli and Daman and Diu,2023,2,396235,58973
1943,Dadra and Nagar Haveli and Daman and Diu,2023,2,362520,9700
1944,Dadra and Nagar Haveli and Daman and Diu,2023,2,362571,5612
1945,Dadra and Nagar Haveli and Daman and Diu,2023,2,362540,3177
1946,Dadra and Nagar Haveli and Daman and Diu,2023,2,396220,1447
1947,Dadra and Nagar Haveli and Daman and Diu,2023,2,362570,483
1948,Dadra and Nagar Haveli and Daman and Diu,2023,3,396230,280334
1949,Dadra and Nagar Haveli and Daman and Diu,2023,3,396210,130050
1950,Dadra and Nagar Haveli and Daman and Diu,2023,3,396215,75883
1951,Dadra and Nagar Haveli and Daman and Diu,2023,3,396235,61512
1952,Dadra and Nagar Haveli and Daman and Diu,2023,3,362520,10090
1953,Dadra and Nagar Haveli and Daman and Diu,2023,3,362571,5845
1954,Dadra and Nagar Haveli and Daman and Diu,2023,3,362540,3309
1955,Dadra and Nagar Haveli and Daman and Diu,2023,3,396220,1504
1956,Dadra and Nagar Haveli and Daman and Diu,2023,3,362570,508
1957,Dadra and Nagar Haveli and Daman and Diu,2023,4,396230,291092
1958,Dadra and Nagar Haveli and Daman and Diu,2023,4,396210,134878
1959,Dadra and Nagar Haveli and Daman and Diu,2023,4,396215,78882
1960,Dadra and Nagar Haveli and Daman and Diu,2023,4,396235,63852
1961,Dadra and Nagar Haveli and Daman and Diu,2023,4,362520,10454
1962,Dadra and Nagar Haveli and Daman and Diu,2023,4,362571,6077
1963,Dadra and Nagar Haveli and Daman and Diu,2023,4,362540,3436
1964,Dadra and Nagar Haveli and Daman and Diu,2023,4,396220,1559
1965,Dadra and Nagar Haveli and Daman and Diu,2023,4,362570,530
1966,Dadra and Nagar Haveli and Daman and Diu,2024,1,396230,303523
1967,Dadra and Nagar Haveli and Daman and Diu,2024,1,396210,140568
1968,Dadra and Nagar Haveli and Daman and Diu,2024,1,396215,82279
1969,Dadra and Nagar Haveli and Daman and Diu,2024,1,396235,66548
1970,Dadra and Nagar Haveli and Daman and Diu,2024,1,362520,10882
1971,Dadra and Nagar Haveli and Daman and Diu,2024,1,362571,6346
1972,Dadra and Nagar Haveli and Daman and Diu,2024,1,362540,3559
1973,Dadra and Nagar Haveli and Daman and Diu,2024,1,396220,1616
1974,Dadra and Nagar Haveli and Daman and Diu,2024,1,362570,542
1975,Delhi,2018,1,110059,95496
1976,Delhi,2018,1,110092,83600
1977,Delhi,2018,1,110085,61333
1978,Delhi,2018,1,110086,59970
1979,Delhi,2018,1,110044,55765
1980,Delhi,2018,1,110096,50625
1981,Delhi,2018,1,110041,47451
1982,Delhi,2018,1,110043,46307
1983,Delhi,2018,1,110084,44143
1984,Delhi,2018,1,110042,42647
1985,Delhi,2018,2,110059,124901
1986,Delhi,2018,2,110092,108175
1987,Delhi,2018,2,110086,79557
1988,Delhi,2018,2,110085,79225
1989,Delhi,2018,2,110044,73732
1990,Delhi,2018,2,110096,66744
1991,Delhi,2018,2,110041,63649
1992,Delhi,2018,2,110043,60887
1993,Delhi,2018,2,110084,57380
1994,Delhi,2018,2,110042,56366
1995,Delhi,2018,3,110059,156028
1996,Delhi,2018,3,110092,136676
1997,Delhi,2018,3,110085,101332
1998,Delhi,2018,3,110086,100850
1999,Delhi,2018,3,110044,91279
2000,Delhi,2018,3,110096,84164
2001,Delhi,2018,3,110041,80112
2002,Delhi,2018,3,110043,74435
2003,Delhi,2018,3,110084,71154
2004,Delhi,2018,3,110042,71056
2005,Delhi,2018,4,110059,206537
2006,Delhi,2018,4,110092,177133
2007,Delhi,2018,4,110086,133412
2008,Delhi,2018,4,110085,132600
2009,Delhi,2018,4,110044,121802
2010,Delhi,2018,4,110096,114255
2011,Delhi,2018,4,110041,106984
2012,Delhi,2018,4,110043,98358
2013,Delhi,2018,4,110042,95335
2014,Delhi,2018,4,110094,94322
2015,Delhi,2019,1,110059,246566
2016,Delhi,2019,1,110092,206805
2017,Delhi,2019,1,110086,158267
2018,Delhi,2019,1,110085,152640
2019,Delhi,2019,1,110044,145716
2020,Delhi,2019,1,110096,135423
2021,Delhi,2019,1,110041,129476
2022,Delhi,2019,1,110043,117835
2023,Delhi,2019,1,110094,114562
2024,Delhi,2019,1,110042,113898
2025,Delhi,2019,2,110059,274593
2026,Delhi,2019,2,110092,228546
2027,Delhi,2019,2,110086,177199
2028,Delhi,2019,2,110085,167307
2029,Delhi,2019,2,110044,162716
2030,Delhi,2019,2,110096,150097
2031,Delhi,2019,2,110041,146820
2032,Delhi,2019,2,110043,131498
2033,Delhi,2019,2,110094,130660
2034,Delhi,2019,2,110042,129008
2035,Delhi,2019,3,110059,300007
2036,Delhi,2019,3,110092,248727
2037,Delhi,2019,3,110086,194575
2038,Delhi,2019,3,110085,180186
2039,Delhi,2019,3,110044,178410
2040,Delhi,2019,3,110096,164301
2041,Delhi,2019,3,110041,163228
2042,Delhi,2019,3,110001,148352
2043,Delhi,2019,3,110094,146798
2044,Delhi,2019,3,110043,144276
2045,Delhi,2019,4,110059,320535
2046,Delhi,2019,4,110092,264380
2047,Delhi,2019,4,110086,209488
2048,Delhi,2019,4,110044,192424
2049,Delhi,2019,4,110085,189774
2050,Delhi,2019,4,110041,177838
2051,Delhi,2019,4,110096,176194
2052,Delhi,2019,4,110094,161096
2053,Delhi,2019,4,110001,160180
2054,Delhi,2019,4,110053,156000
2055,Delhi,2020,1,110059,342152
2056,Delhi,2020,1,110092,280039
2057,Delhi,2020,1,110086,226703
2058,Delhi,2020,1,110044,207511
2059,Delhi,2020,1,110085,200098
2060,Delhi,2020,1,110041,194243
2061,Delhi,2020,1,110096,187975
2062,Delhi,2020,1,110094,175645
2063,Delhi,2020,1,110001,171087
2064,Delhi,2020,1,110053,170522
2065,Delhi,2020,2,110059,365614
2066,Delhi,2020,2,110092,295000
2067,Delhi,2020,2,110086,246312
2068,Delhi,2020,2,110044,223161
2069,Delhi,2020,2,110041,211987
2070,Delhi,2020,2,110085,211869
2071,Delhi,2020,2,110096,199631
2072,Delhi,2020,2,110094,192135
2073,Delhi,2020,2,110053,186853
2074,Delhi,2020,2,110042,186007
2075,Delhi,2020,3,110059,393571
2076,Delhi,2020,3,110092,314384
2077,Delhi,2020,3,110086,267186
2078,Delhi,2020,3,110044,240937
2079,Delhi,2020,3,110041,231602
2080,Delhi,2020,3,110085,225882
2081,Delhi,2020,3,110096,213595
2082,Delhi,2020,3,110094,210508
2083,Delhi,2020,3,110053,205752
2084,Delhi,2020,3,110042,202151
2085,Delhi,2020,4,110059,423149
2086,Delhi,2020,4,110092,335783
2087,Delhi,2020,4,110086,288308
2088,Delhi,2020,4,110044,259476
2089,Delhi,2020,4,110041,252304
2090,Delhi,2020,4,110085,241334
2091,Delhi,2020,4,110094,230259
2092,Delhi,2020,4,110096,228635
2093,Delhi,2020,4,110053,226890
2094,Delhi,2020,4,110042,219941
2095,Delhi,2021,1,110059,454201
2096,Delhi,2021,1,110092,359376
2097,Delhi,2021,1,110086,310419
2098,Delhi,2021,1,110044,278606
2099,Delhi,2021,1,110041,272303
2100,Delhi,2021,1,110085,257921
2101,Delhi,2021,1,110094,248570
2102,Delhi,2021,1,110053,245562
2103,Delhi,2021,1,110096,245046
2104,Delhi,2021,1,110042,237271
2105,Delhi,2021,2,110059,485328
2106,Delhi,2021,2,110092,383095
2107,Delhi,2021,2,110086,332618
