,States,Years,Quarter,Pincodes,Rergistered_users
4590,Lakshadweep,2021,3,682552,504
4591,Lakshadweep,2021,3,682556,461
4592,Lakshadweep,2021,3,682559,321
4593,Lakshadweep,2021,3,682554,212
4594,Lakshadweep,2021,3,682558,31
4595,Lakshadweep,2021,4,682555,2037
4596,Lakshadweep,2021,4,682551,1321
4597,Lakshadweep,2021,4,682557,654
4598,Lakshadweep,2021,4,682552,536
4599,Lakshadweep,2021,4,682556,486
4600,Lakshadweep,2021,4,682559,339
4601,Lakshadweep,2021,4,682554,233
4602,Lakshadweep,2021,4,682558,32
4603,Lakshadweep,2022,1,682555,2165
4604,Lakshadweep,2022,1,682551,1400
4605,Lakshadweep,2022,1,682557,692
4606,Lakshadweep,2022,1,682552,570
4607,Lakshadweep,2022,1,682556,519
4608,Lakshadweep,2022,1,682559,363
4609,Lakshadweep,2022,1,682554,246
4610,Lakshadweep,2022,1,682558,35
4611,Lakshadweep,2022,2,682555,2279
4612,Lakshadweep,2022,2,682551,1473
4613,Lakshadweep,2022,2,682557,732
4614,Lakshadweep,2022,2,682552,609
4615,Lakshadweep,2022,2,682556,558
4616,Lakshadweep,2022,2,682559,379
4617,Lakshadweep,2022,2,682554,261
4618,Lakshadweep,2022,2,682558,36
4619,Lakshadweep,2022,3,682555,2391
4620,Lakshadweep,2022,3,682551,1555
4621,Lakshadweep,2022,3,682557,766
4622,Lakshadweep,2022,3,682552,642
4623,Lakshadweep,2022,3,682556,592
4624,Lakshadweep,2022,3,682559,389
4625,Lakshadweep,2022,3,682554,273
4626,Lakshadweep,2022,3,682558,37
4627,Lakshadweep,2022,4,682555,2520
4628,Lakshadweep,2022,4,682551,1627
4629,Lakshadweep,2022,4,682557,797
4630,Lakshadweep,2022,4,682552,675
4631,Lakshadweep,2022,4,682556,609
4632,Lakshadweep,2022,4,682559,409
4633,Lakshadweep,2022,4,682554,285
4634,Lakshadweep,2022,4,682558,39
4635,Lakshadweep,2023,1,682555,2629
4636,Lakshadweep,2023,1,682551,1697
4637,Lakshadweep,2023,1,682557,833
4638,Lakshadweep,2023,1,682552,703
4639,Lakshadweep,2023,1,682556,638
4640,Lakshadweep,2023,1,682559,427
4641,Lakshadweep,2023,1,682554,298
4642,Lakshadweep,2023,1,682558,42
4643,Lakshadweep,2023,2,682555,2739
4644,Lakshadweep,2023,2,682551,1775
4645,Lakshadweep,2023,2,682557,867
4646,Lakshadweep,2023,2,682552,740
4647,Lakshadweep,2023,2,682556,663
4648,Lakshadweep,2023,2,682559,446
4649,Lakshadweep,2023,2,682554,312
4650,Lakshadweep,2023,2,682558,43
4651,Lakshadweep,2023,3,682555,2843
4652,Lakshadweep,2023,3,682551,1866
4653,Lakshadweep,2023,3,682557,902
4654,Lakshadweep,2023,3,682552,772
4655,Lakshadweep,2023,3,682556,693
4656,Lakshadweep,2023,3,682559,462
4657,Lakshadweep,2023,3,682554,326
4658,Lakshadweep,2023,3,682558,48
4659,Lakshadweep,2023,4,682555,2962
4660,Lakshadweep,2023,4,682551,1938
4661,Lakshadweep,2023,4,682557,929
4662,Lakshadweep,2023,4,682552,802
4663,Lakshadweep,2023,4,682556,718
4664,Lakshadweep,2023,4,682559,484
4665,Lakshadweep,2023,4,682554,340
4666,Lakshadweep,2023,4,682558,52
4667,Lakshadweep,2024,1,682555,3091
4668,Lakshadweep,2024,1,682551,2013
4669,Lakshadweep,2024,1,682557,987
4670,Lakshadweep,2024,1,682552,837
4671,Lakshadweep,2024,1,682556,744
4672,Lakshadweep,2024,1,682559,502
4673,Lakshadweep,2024,1,682554,350
4674,Lakshadweep,2024,1,682558,54
4675,Madhya Pradesh,2018,1,452001,42977
4676,Madhya Pradesh,2018,1,452010,40850
4677,Madhya Pradesh,2018,1,455001,37899
4678,Madhya Pradesh,2018,1,482002,37645
4679,Madhya Pradesh,2018,1,462001,27351
4680,Madhya Pradesh,2018,1,482001,26665
4681,Madhya Pradesh,2018,1,452016,25256
4682,Madhya Pradesh,2018,1,457001,24909
4683,Madhya Pradesh,2018,1,485001,24806
4684,Madhya Pradesh,2018,1,462022,24661
4685,Madhya Pradesh,2018,2,452001,55837
4686,Madhya Pradesh,2018,2,452010,52677
4687,Madhya Pradesh,2018,2,455001,50091
4688,Madhya Pradesh,2018,2,482002,49877
4689,Madhya Pradesh,2018,2,462001,36311
4690,Madhya Pradesh,2018,2,482001,35303
4691,Madhya Pradesh,2018,2,457001,33608
4692,Madhya Pradesh,2018,2,452016,32883
4693,Madhya Pradesh,2018,2,480001,32800
4694,Madhya Pradesh,2018,2,485001,32316
4695,Madhya Pradesh,2018,3,452001,67243
4696,Madhya Pradesh,2018,3,452010,63537
4697,Madhya Pradesh,2018,3,455001,61117
4698,Madhya Pradesh,2018,3,482002,60999
4699,Madhya Pradesh,2018,3,462001,43609
4700,Madhya Pradesh,2018,3,482001,43593
4701,Madhya Pradesh,2018,3,457001,41975
4702,Madhya Pradesh,2018,3,480001,40061
4703,Madhya Pradesh,2018,3,452016,39967
4704,Madhya Pradesh,2018,3,485001,39351
4705,Madhya Pradesh,2018,4,452001,81206
4706,Madhya Pradesh,2018,4,482002,77791
4707,Madhya Pradesh,2018,4,452010,76811
4708,Madhya Pradesh,2018,4,455001,73952
4709,Madhya Pradesh,2018,4,462001,54496
4710,Madhya Pradesh,2018,4,482001,54390
4711,Madhya Pradesh,2018,4,457001,51238
4712,Madhya Pradesh,2018,4,480001,50803
4713,Madhya Pradesh,2018,4,485001,50329
4714,Madhya Pradesh,2018,4,452016,48626
4715,Madhya Pradesh,2019,1,452001,94894
4716,Madhya Pradesh,2019,1,482002,92148
4717,Madhya Pradesh,2019,1,452010,89541
4718,Madhya Pradesh,2019,1,455001,87837
4719,Madhya Pradesh,2019,1,462001,65450
4720,Madhya Pradesh,2019,1,482001,64389
4721,Madhya Pradesh,2019,1,457001,61687
4722,Madhya Pradesh,2019,1,480001,60744
4723,Madhya Pradesh,2019,1,485001,59332
4724,Madhya Pradesh,2019,1,452016,57554
4725,Madhya Pradesh,2019,2,452001,108587
4726,Madhya Pradesh,2019,2,482002,104846
4727,Madhya Pradesh,2019,2,452010,99616
4728,Madhya Pradesh,2019,2,455001,98265
4729,Madhya Pradesh,2019,2,462001,75250
4730,Madhya Pradesh,2019,2,482001,74711
4731,Madhya Pradesh,2019,2,457001,70728
4732,Madhya Pradesh,2019,2,480001,69139
4733,Madhya Pradesh,2019,2,485001,66578
4734,Madhya Pradesh,2019,2,452016,65634
4735,Madhya Pradesh,2019,3,452001,122796
4736,Madhya Pradesh,2019,3,482002,119882
4737,Madhya Pradesh,2019,3,452010,110196
4738,Madhya Pradesh,2019,3,455001,109090
4739,Madhya Pradesh,2019,3,462001,85889
4740,Madhya Pradesh,2019,3,482001,85035
4741,Madhya Pradesh,2019,3,457001,80045
4742,Madhya Pradesh,2019,3,480001,77495
4743,Madhya Pradesh,2019,3,485001,74626
4744,Madhya Pradesh,2019,3,452016,73956
4745,Madhya Pradesh,2019,4,452001,134323
4746,Madhya Pradesh,2019,4,482002,134193
4747,Madhya Pradesh,2019,4,452010,120352
4748,Madhya Pradesh,2019,4,455001,120057
4749,Madhya Pradesh,2019,4,462001,96155
4750,Madhya Pradesh,2019,4,482001,93550
4751,Madhya Pradesh,2019,4,457001,89121
4752,Madhya Pradesh,2019,4,480001,85991
4753,Madhya Pradesh,2019,4,485001,82766
4754,Madhya Pradesh,2019,4,452016,81668
4755,Madhya Pradesh,2020,1,482002,146207
4756,Madhya Pradesh,2020,1,452001,144699
4757,Madhya Pradesh,2020,1,455001,130830
4758,Madhya Pradesh,2020,1,452010,129645
4759,Madhya Pradesh,2020,1,462001,106091
4760,Madhya Pradesh,2020,1,482001,101513
4761,Madhya Pradesh,2020,1,457001,98886
4762,Madhya Pradesh,2020,1,480001,94636
4763,Madhya Pradesh,2020,1,485001,90615
4764,Madhya Pradesh,2020,1,452016,89460
4765,Madhya Pradesh,2020,2,482002,158954
4766,Madhya Pradesh,2020,2,452001,153695
4767,Madhya Pradesh,2020,2,455001,144023
4768,Madhya Pradesh,2020,2,452010,139367
4769,Madhya Pradesh,2020,2,462001,116167
4770,Madhya Pradesh,2020,2,457001,111581
4771,Madhya Pradesh,2020,2,482001,110268
4772,Madhya Pradesh,2020,2,480001,104519
4773,Madhya Pradesh,2020,2,452016,98532
4774,Madhya Pradesh,2020,2,485001,98080
4775,Madhya Pradesh,2020,3,482002,173274
4776,Madhya Pradesh,2020,3,452001,162767
4777,Madhya Pradesh,2020,3,455001,155823
4778,Madhya Pradesh,2020,3,452010,149318
4779,Madhya Pradesh,2020,3,462001,127166
4780,Madhya Pradesh,2020,3,457001,122974
4781,Madhya Pradesh,2020,3,482001,119294
4782,Madhya Pradesh,2020,3,480001,114237
4783,Madhya Pradesh,2020,3,485001,107317
4784,Madhya Pradesh,2020,3,452016,107084
4785,Madhya Pradesh,2020,4,482002,188460
4786,Madhya Pradesh,2020,4,452001,173333
4787,Madhya Pradesh,2020,4,455001,167885
4788,Madhya Pradesh,2020,4,452010,160146
4789,Madhya Pradesh,2020,4,462001,138574
4790,Madhya Pradesh,2020,4,457001,134427
4791,Madhya Pradesh,2020,4,482001,128730
4792,Madhya Pradesh,2020,4,480001,124525
4793,Madhya Pradesh,2020,4,474001,116379
4794,Madhya Pradesh,2020,4,452016,116281
4795,Madhya Pradesh,2021,1,482002,202915
4796,Madhya Pradesh,2021,1,452001,185582
4797,Madhya Pradesh,2021,1,455001,180488
4798,Madhya Pradesh,2021,1,452010,171754
4799,Madhya Pradesh,2021,1,462001,149137
4800,Madhya Pradesh,2021,1,457001,145248
4801,Madhya Pradesh,2021,1,482001,138100
4802,Madhya Pradesh,2021,1,480001,134163
4803,Madhya Pradesh,2021,1,474001,125599
4804,Madhya Pradesh,2021,1,485001,125104
4805,Madhya Pradesh,2021,2,482002,216522
4806,Madhya Pradesh,2021,2,452001,198059
4807,Madhya Pradesh,2021,2,455001,193208
4808,Madhya Pradesh,2021,2,452010,183345
4809,Madhya Pradesh,2021,2,462001,159236
4810,Madhya Pradesh,2021,2,457001,155865
4811,Madhya Pradesh,2021,2,482001,147363
4812,Madhya Pradesh,2021,2,480001,143414
4813,Madhya Pradesh,2021,2,474001,134469
4814,Madhya Pradesh,2021,2,485001,133879
4815,Madhya Pradesh,2021,3,482002,231582
4816,Madhya Pradesh,2021,3,452001,211664
4817,Madhya Pradesh,2021,3,455001,207599
4818,Madhya Pradesh,2021,3,452010,196173
4819,Madhya Pradesh,2021,3,462001,170393
4820,Madhya Pradesh,2021,3,457001,167859
4821,Madhya Pradesh,2021,3,482001,157536
4822,Madhya Pradesh,2021,3,480001,153878
4823,Madhya Pradesh,2021,3,474001,144518
4824,Madhya Pradesh,2021,3,485001,143700
4825,Madhya Pradesh,2021,4,482002,246911
4826,Madhya Pradesh,2021,4,452001,225433
4827,Madhya Pradesh,2021,4,455001,222066
4828,Madhya Pradesh,2021,4,452010,208931
4829,Madhya Pradesh,2021,4,462001,181784
4830,Madhya Pradesh,2021,4,457001,179603
4831,Madhya Pradesh,2021,4,482001,167796
4832,Madhya Pradesh,2021,4,480001,164329
4833,Madhya Pradesh,2021,4,474001,154609
4834,Madhya Pradesh,2021,4,485001,153628
4835,Madhya Pradesh,2022,1,482002,261115
4836,Madhya Pradesh,2022,1,452001,238296
4837,Madhya Pradesh,2022,1,455001,235768
4838,Madhya Pradesh,2022,1,452010,220888
4839,Madhya Pradesh,2022,1,462001,192336
4840,Madhya Pradesh,2022,1,457001,190837
4841,Madhya Pradesh,2022,1,482001,177586
4842,Madhya Pradesh,2022,1,480001,174161
4843,Madhya Pradesh,2022,1,474001,164039
4844,Madhya Pradesh,2022,1,485001,163020
4845,Madhya Pradesh,2022,2,482002,274815
4846,Madhya Pradesh,2022,2,452001,250461
4847,Madhya Pradesh,2022,2,455001,248656
4848,Madhya Pradesh,2022,2,452010,232223
4849,Madhya Pradesh,2022,2,462001,202395
4850,Madhya Pradesh,2022,2,457001,201497
4851,Madhya Pradesh,2022,2,482001,186815
4852,Madhya Pradesh,2022,2,480001,183624
4853,Madhya Pradesh,2022,2,474001,173002
4854,Madhya Pradesh,2022,2,485001,172044
4855,Madhya Pradesh,2022,3,482002,288913
4856,Madhya Pradesh,2022,3,452001,263235
4857,Madhya Pradesh,2022,3,455001,262081
4858,Madhya Pradesh,2022,3,452010,243950
4859,Madhya Pradesh,2022,3,462001,212978
4860,Madhya Pradesh,2022,3,457001,212433
4861,Madhya Pradesh,2022,3,482001,196282
4862,Madhya Pradesh,2022,3,480001,193259
4863,Madhya Pradesh,2022,3,474001,182361
4864,Madhya Pradesh,2022,3,485001,181296
4865,Madhya Pradesh,2022,4,482002,303133
4866,Madhya Pradesh,2022,4,452001,276072
4867,Madhya Pradesh,2022,4,455001,274876
4868,Madhya Pradesh,2022,4,452010,255626
4869,Madhya Pradesh,2022,4,462001,223606
4870,Madhya Pradesh,2022,4,457001,223077
4871,Madhya Pradesh,2022,4,482001,205810
4872,Madhya Pradesh,2022,4,480001,202602
4873,Madhya Pradesh,2022,4,474001,191690
4874,Madhya Pradesh,2022,4,485001,190477
4875,Madhya Pradesh,2023,1,482002,317133
4876,Madhya Pradesh,2023,1,452001,288286
4877,Madhya Pradesh,2023,1,455001,287746
4878,Madhya Pradesh,2023,1,452010,266938
4879,Madhya Pradesh,2023,1,462001,233726
4880,Madhya Pradesh,2023,1,457001,233495
4881,Madhya Pradesh,2023,1,482001,215070
4882,Madhya Pradesh,2023,1,480001,211859
4883,Madhya Pradesh,2023,1,474001,200550
4884,Madhya Pradesh,2023,1,485001,199604
4885,Madhya Pradesh,2023,2,482002,328764
4886,Madhya Pradesh,2023,2,455001,299405
4887,Madhya Pradesh,2023,2,452001,298290
4888,Madhya Pradesh,2023,2,452010,276442
4889,Madhya Pradesh,2023,2,457001,243148
4890,Madhya Pradesh,2023,2,462001,242442
4891,Madhya Pradesh,2023,2,482001,222664
4892,Madhya Pradesh,2023,2,480001,220177
4893,Madhya Pradesh,2023,2,474001,208417
4894,Madhya Pradesh,2023,2,485001,207361
4895,Madhya Pradesh,2023,3,482002,341355
4896,Madhya Pradesh,2023,3,455001,311925
4897,Madhya Pradesh,2023,3,452001,309315
4898,Madhya Pradesh,2023,3,452010,286991
4899,Madhya Pradesh,2023,3,457001,253258
4900,Madhya Pradesh,2023,3,462001,252027
4901,Madhya Pradesh,2023,3,482001,231205
4902,Madhya Pradesh,2023,3,480001,228883
4903,Madhya Pradesh,2023,3,474001,216725
4904,Madhya Pradesh,2023,3,485001,215698
4905,Madhya Pradesh,2023,4,482002,353272
4906,Madhya Pradesh,2023,4,455001,323082
4907,Madhya Pradesh,2023,4,452001,319497
4908,Madhya Pradesh,2023,4,452010,296338
4909,Madhya Pradesh,2023,4,457001,262675
4910,Madhya Pradesh,2023,4,462001,260836
4911,Madhya Pradesh,2023,4,482001,238911
4912,Madhya Pradesh,2023,4,480001,237094
4913,Madhya Pradesh,2023,4,474001,224169
4914,Madhya Pradesh,2023,4,485001,223650
4915,Madhya Pradesh,2024,1,482002,366740
4916,Madhya Pradesh,2024,1,455001,336282
4917,Madhya Pradesh,2024,1,452001,331435
4918,Madhya Pradesh,2024,1,452010,307506
4919,Madhya Pradesh,2024,1,457001,273527
4920,Madhya Pradesh,2024,1,462001,271089
4921,Madhya Pradesh,2024,1,482001,248021
4922,Madhya Pradesh,2024,1,480001,246574
4923,Madhya Pradesh,2024,1,474001,233063
4924,Madhya Pradesh,2024,1,485001,232622
4925,Maharashtra,2018,1,410501,55174
4926,Maharashtra,2018,1,411057,54638
4927,Maharashtra,2018,1,411033,53647
4928,Maharashtra,2018,1,411014,52495
4929,Maharashtra,2018,1,431003,49627
4930,Maharashtra,2018,1,421302,48926
4931,Maharashtra,2018,1,421201,46211
4932,Maharashtra,2018,1,410206,44726
4933,Maharashtra,2018,1,411041,41663
4934,Maharashtra,2018,1,411046,41385
4935,Maharashtra,2018,2,410501,72841
4936,Maharashtra,2018,2,411057,69458
4937,Maharashtra,2018,2,411033,68851
4938,Maharashtra,2018,2,411014,68126
4939,Maharashtra,2018,2,421302,68039
4940,Maharashtra,2018,2,431003,64163
4941,Maharashtra,2018,2,421201,62765
4942,Maharashtra,2018,2,410206,61067
4943,Maharashtra,2018,2,411046,54537
4944,Maharashtra,2018,2,411041,53923
4945,Maharashtra,2018,3,410501,91512
4946,Maharashtra,2018,3,421302,88889
4947,Maharashtra,2018,3,411057,84490
4948,Maharashtra,2018,3,411014,84300
4949,Maharashtra,2018,3,411033,82739
4950,Maharashtra,2018,3,421201,80013
4951,Maharashtra,2018,3,410206,77756
4952,Maharashtra,2018,3,431003,76860
4953,Maharashtra,2018,3,400072,67915
4954,Maharashtra,2018,3,411046,67300
4955,Maharashtra,2018,4,421302,130390
4956,Maharashtra,2018,4,410501,113676
4957,Maharashtra,2018,4,421201,106288
4958,Maharashtra,2018,4,411014,106132
4959,Maharashtra,2018,4,411057,103325
4960,Maharashtra,2018,4,410206,102393
4961,Maharashtra,2018,4,411033,102306
4962,Maharashtra,2018,4,431003,93461
4963,Maharashtra,2018,4,411028,88343
4964,Maharashtra,2018,4,400072,87905
4965,Maharashtra,2019,1,421302,164019
4966,Maharashtra,2019,1,410501,137359
4967,Maharashtra,2019,1,421201,133341
4968,Maharashtra,2019,1,410206,129314
4969,Maharashtra,2019,1,411014,126623
4970,Maharashtra,2019,1,411033,123678
4971,Maharashtra,2019,1,411057,120482
4972,Maharashtra,2019,1,431003,110778
4973,Maharashtra,2019,1,400072,105695
4974,Maharashtra,2019,1,411028,105603
4975,Maharashtra,2019,2,421302,190214
4976,Maharashtra,2019,2,410501,156028
4977,Maharashtra,2019,2,421201,153146
4978,Maharashtra,2019,2,410206,151268
4979,Maharashtra,2019,2,411014,143887
4980,Maharashtra,2019,2,411033,141507
4981,Maharashtra,2019,2,411057,134886
4982,Maharashtra,2019,2,431003,124330
4983,Maharashtra,2019,2,411046,122222
4984,Maharashtra,2019,2,411028,120199
4985,Maharashtra,2019,3,421302,217009
4986,Maharashtra,2019,3,410501,175465
4987,Maharashtra,2019,3,410206,172371
4988,Maharashtra,2019,3,421201,171833
4989,Maharashtra,2019,3,411014,160987
4990,Maharashtra,2019,3,411033,159530
4991,Maharashtra,2019,3,411057,149071
4992,Maharashtra,2019,3,411046,140288
4993,Maharashtra,2019,3,431003,139768
4994,Maharashtra,2019,3,411028,134946
4995,Maharashtra,2019,4,421302,243170
4996,Maharashtra,2019,4,410501,194467
4997,Maharashtra,2019,4,410206,190844
4998,Maharashtra,2019,4,421201,186756
4999,Maharashtra,2019,4,411014,174293
5000,Maharashtra,2019,4,411033,173559
5001,Maharashtra,2019,4,411057,159468
5002,Maharashtra,2019,4,411046,154739
5003,Maharashtra,2019,4,431003,154167
5004,Maharashtra,2019,4,411028,146715
5005,Maharashtra,2020,1,421302,270275
5006,Maharashtra,2020,1,410501,212525
5007,Maharashtra,2020,1,410206,208988
5008,Maharashtra,2020,1,421201,201500
5009,Maharashtra,2020,1,411014,186363
5010,Maharashtra,2020,1,411033,186165
5011,Maharashtra,2020,1,411046,168527
5012,Maharashtra,2020,1,411057,168309
5013,Maharashtra,2020,1,431003,166778
5014,Maharashtra,2020,1,411028,157439
5015,Maharashtra,2020,2,421302,298762
5016,Maharashtra,2020,2,410206,228984
5017,Maharashtra,2020,2,410501,227567
5018,Maharashtra,2020,2,421201,219871
5019,Maharashtra,2020,2,411033,196984
5020,Maharashtra,2020,2,411014,195723
5021,Maharashtra,2020,2,411046,180438
5022,Maharashtra,2020,2,431003,179082
5023,Maharashtra,2020,2,411057,174526
5024,Maharashtra,2020,2,421301,171283
5025,Maharashtra,2020,3,421302,328833
5026,Maharashtra,2020,3,410206,249631
5027,Maharashtra,2020,3,410501,246816
5028,Maharashtra,2020,3,421201,237605
5029,Maharashtra,2020,3,411033,210139
5030,Maharashtra,2020,3,411014,207577
5031,Maharashtra,2020,3,411046,194368
5032,Maharashtra,2020,3,431003,192623
5033,Maharashtra,2020,3,421301,186022
5034,Maharashtra,2020,3,411057,183054
5035,Maharashtra,2020,4,421302,365506
5036,Maharashtra,2020,4,410206,275019
5037,Maharashtra,2020,4,410501,272167
5038,Maharashtra,2020,4,421201,259489
5039,Maharashtra,2020,4,411033,226460
5040,Maharashtra,2020,4,411014,223378
5041,Maharashtra,2020,4,411046,211381
5042,Maharashtra,2020,4,431003,207632
5043,Maharashtra,2020,4,421301,203721
5044,Maharashtra,2020,4,400612,198677
5045,Maharashtra,2021,1,421302,396179
5046,Maharashtra,2021,1,410206,296340
5047,Maharashtra,2021,1,410501,294563
5048,Maharashtra,2021,1,421201,278568
5049,Maharashtra,2021,1,411033,242613
5050,Maharashtra,2021,1,411014,239079
5051,Maharashtra,2021,1,411046,227047
5052,Maharashtra,2021,1,431003,222366
5053,Maharashtra,2021,1,421301,219310
5054,Maharashtra,2021,1,400612,215326
5055,Maharashtra,2021,2,421302,424376
5056,Maharashtra,2021,2,410206,316643
5057,Maharashtra,2021,2,410501,314922
5058,Maharashtra,2021,2,421201,297460
5059,Maharashtra,2021,2,411033,258524
5060,Maharashtra,2021,2,411014,254412
5061,Maharashtra,2021,2,411046,241933
5062,Maharashtra,2021,2,431003,236990
5063,Maharashtra,2021,2,421301,234225
5064,Maharashtra,2021,2,400612,230486
5065,Maharashtra,2021,3,421302,456284
5066,Maharashtra,2021,3,410206,339230
5067,Maharashtra,2021,3,410501,338109
5068,Maharashtra,2021,3,421201,318461
5069,Maharashtra,2021,3,411033,276031
5070,Maharashtra,2021,3,411014,271372
5071,Maharashtra,2021,3,411046,258494
5072,Maharashtra,2021,3,431003,253190
5073,Maharashtra,2021,3,421301,250903
5074,Maharashtra,2021,3,400612,247336
5075,Maharashtra,2021,4,421302,488443
5076,Maharashtra,2021,4,410501,361651
5077,Maharashtra,2021,4,410206,361639
5078,Maharashtra,2021,4,421201,339622
5079,Maharashtra,2021,4,411033,293493
5080,Maharashtra,2021,4,411014,288386
5081,Maharashtra,2021,4,411046,275050
5082,Maharashtra,2021,4,431003,269570
5083,Maharashtra,2021,4,421301,267613
5084,Maharashtra,2021,4,400612,264454
5085,Maharashtra,2022,1,421302,518716
5086,Maharashtra,2022,1,410501,383878
5087,Maharashtra,2022,1,410206,382909
5088,Maharashtra,2022,1,421201,359195
5089,Maharashtra,2022,1,411033,309834
5090,Maharashtra,2022,1,411014,304204
5091,Maharashtra,2022,1,411046,290395
5092,Maharashtra,2022,1,431003,285232
5093,Maharashtra,2022,1,421301,283274
5094,Maharashtra,2022,1,400612,280349
5095,Maharashtra,2022,2,421302,547501
5096,Maharashtra,2022,2,410501,405030
5097,Maharashtra,2022,2,410206,402926
5098,Maharashtra,2022,2,421201,377989
5099,Maharashtra,2022,2,411033,325347
5100,Maharashtra,2022,2,411014,319102
5101,Maharashtra,2022,2,411046,304859
5102,Maharashtra,2022,2,431003,299893
5103,Maharashtra,2022,2,421301,298201
5104,Maharashtra,2022,2,400612,295518
5105,Maharashtra,2022,3,421302,577754
5106,Maharashtra,2022,3,410501,426978
5107,Maharashtra,2022,3,410206,423682
5108,Maharashtra,2022,3,421201,397304
5109,Maharashtra,2022,3,411033,341226
5110,Maharashtra,2022,3,411014,334370
5111,Maharashtra,2022,3,411046,319916
5112,Maharashtra,2022,3,431003,315106
5113,Maharashtra,2022,3,421301,313660
5114,Maharashtra,2022,3,400612,311391
5115,Maharashtra,2022,4,421302,608005
5116,Maharashtra,2022,4,410501,448917
5117,Maharashtra,2022,4,410206,443926
5118,Maharashtra,2022,4,421201,416996
5119,Maharashtra,2022,4,411033,357121
5120,Maharashtra,2022,4,411014,349702
5121,Maharashtra,2022,4,411046,335006
5122,Maharashtra,2022,4,431003,330549
5123,Maharashtra,2022,4,421301,329184
5124,Maharashtra,2022,4,400612,327401
5125,Maharashtra,2023,1,421302,636458
5126,Maharashtra,2023,1,410501,469695
5127,Maharashtra,2023,1,410206,463523
5128,Maharashtra,2023,1,421201,435681
5129,Maharashtra,2023,1,411033,372363
5130,Maharashtra,2023,1,411014,364299
5131,Maharashtra,2023,1,411046,349377
5132,Maharashtra,2023,1,431003,345051
5133,Maharashtra,2023,1,421301,343824
5134,Maharashtra,2023,1,400612,342471
5135,Maharashtra,2023,2,421302,662196
5136,Maharashtra,2023,2,410501,488059
5137,Maharashtra,2023,2,410206,480675
5138,Maharashtra,2023,2,421201,451655
5139,Maharashtra,2023,2,411033,384994
5140,Maharashtra,2023,2,411014,376210
5141,Maharashtra,2023,2,411046,361178
5142,Maharashtra,2023,2,431003,357173
5143,Maharashtra,2023,2,421301,356662
5144,Maharashtra,2023,2,400612,356058
5145,Maharashtra,2023,3,421302,688520
5146,Maharashtra,2023,3,410501,507190
5147,Maharashtra,2023,3,410206,499001
5148,Maharashtra,2023,3,421201,468655
5149,Maharashtra,2023,3,411033,398622
5150,Maharashtra,2023,3,411014,389628
5151,Maharashtra,2023,3,411046,374188
5152,Maharashtra,2023,3,431003,370416
5153,Maharashtra,2023,3,400612,370074
5154,Maharashtra,2023,3,421301,370025
5155,Maharashtra,2023,4,421302,714635
5156,Maharashtra,2023,4,410501,525446
5157,Maharashtra,2023,4,410206,516527
5158,Maharashtra,2023,4,421201,484995
5159,Maharashtra,2023,4,411033,411374
5160,Maharashtra,2023,4,411014,401712
5161,Maharashtra,2023,4,411046,386363
5162,Maharashtra,2023,4,400612,383749
5163,Maharashtra,2023,4,431003,383292
5164,Maharashtra,2023,4,421301,382867
5165,Maharashtra,2024,1,421302,743686
5166,Maharashtra,2024,1,410501,546470
5167,Maharashtra,2024,1,410206,536197
5168,Maharashtra,2024,1,421201,503220
5169,Maharashtra,2024,1,411033,426008
5170,Maharashtra,2024,1,411014,416137
5171,Maharashtra,2024,1,411046,400085
5172,Maharashtra,2024,1,400612,398960
5173,Maharashtra,2024,1,431003,397653
5174,Maharashtra,2024,1,421301,397244
5175,Manipur,2018,1,795004,5825
5176,Manipur,2018,1,795001,2063
5177,Manipur,2018,1,795138,1608
5178,Manipur,2018,1,795008,1230
5179,Manipur,2018,1,795133,1211
5180,Manipur,2018,1,795002,1189
5181,Manipur,2018,1,795130,1034
5182,Manipur,2018,1,795149,1034
5183,Manipur,2018,1,795009,970
5184,Manipur,2018,1,795010,948
5185,Manipur,2018,2,795004,8370
5186,Manipur,2018,2,795001,3001
5187,Manipur,2018,2,795138,2602
5188,Manipur,2018,2,795133,1893
5189,Manipur,2018,2,795130,1795
5190,Manipur,2018,2,795149,1775
5191,Manipur,2018,2,795008,1773
5192,Manipur,2018,2,795002,1728
5193,Manipur,2018,2,795148,1539
5194,Manipur,2018,2,795103,1516
5195,Manipur,2018,3,795004,10911
5196,Manipur,2018,3,795001,4101
5197,Manipur,2018,3,795138,3219
5198,Manipur,2018,3,795133,2534
5199,Manipur,2018,3,795002,2316
5200,Manipur,2018,3,795008,2279
5201,Manipur,2018,3,795103,2219
5202,Manipur,2018,3,795130,2128
5203,Manipur,2018,3,795149,2114
5204,Manipur,2018,3,795148,2056
5205,Manipur,2018,4,795004,14342
5206,Manipur,2018,4,795001,5526
5207,Manipur,2018,4,795138,4221
5208,Manipur,2018,4,795133,3508
5209,Manipur,2018,4,795002,3077
5210,Manipur,2018,4,795103,2985
5211,Manipur,2018,4,795008,2877
5212,Manipur,2018,4,795148,2734
5213,Manipur,2018,4,795149,2679
5214,Manipur,2018,4,795010,2549
5215,Manipur,2019,1,795004,16916
5216,Manipur,2019,1,795001,6562
5217,Manipur,2019,1,795138,4947
5218,Manipur,2019,1,795133,4247
5219,Manipur,2019,1,795002,3738
5220,Manipur,2019,1,795103,3612
5221,Manipur,2019,1,795008,3437
5222,Manipur,2019,1,795148,3259
