,States,Years,Quarter,Districts,Transaction_count,Transaction_amount
17473,uttarakhand,2019,2,tehri garhwal district,125918,262677784.70331165
17474,uttarakhand,2019,3,bageshwar district,36951,51115257.990878195
17475,uttarakhand,2019,3,udham singh nagar district,881091,1448854013.7749524
17476,uttarakhand,2019,3,haridwar district,1408219,2350808805.151039
17477,uttarakhand,2019,3,champawat district,50176,84731426.51331419
17478,uttarakhand,2019,3,nainital district,410561,703565372.0754354
17479,uttarakhand,2019,3,dehradun district,2163047,3787761714.5911207
17480,uttarakhand,2019,3,chamoli district,88665,159441929.61206484
17481,uttarakhand,2019,3,almora district,110098,163341415.00345957
17482,uttarakhand,2019,3,uttarkashi district,68144,126468996.95084272
17483,uttarakhand,2019,3,pithoragarh district,93746,157938393.66508043
17484,uttarakhand,2019,3,rudraprayag district,53994,89159258.0557906
17485,uttarakhand,2019,3,pauri garhwal district,206617,337105679.89840025
17486,uttarakhand,2019,3,tehri garhwal district,139167,268739806.73495024
17487,uttarakhand,2019,4,bageshwar district,44970,74106171.90251683
17488,uttarakhand,2019,4,udham singh nagar district,1067254,1847912911.0312634
17489,uttarakhand,2019,4,haridwar district,1661936,2912268373.080662
17490,uttarakhand,2019,4,champawat district,60354,105727261.6222372
17491,uttarakhand,2019,4,nainital district,510868,938607132.5862873
17492,uttarakhand,2019,4,dehradun district,3069497,4994340229.552402
17493,uttarakhand,2019,4,chamoli district,104404,207905779.61748406
17494,uttarakhand,2019,4,almora district,147270,226549226.13870552
17495,uttarakhand,2019,4,uttarkashi district,82965,174141275.3253441
17496,uttarakhand,2019,4,pithoragarh district,112708,200782149.05021042
17497,uttarakhand,2019,4,rudraprayag district,63743,121690003.20270392
17498,uttarakhand,2019,4,pauri garhwal district,260210,438116662.3129741
17499,uttarakhand,2019,4,tehri garhwal district,175937,331559129.7280453
17500,uttarakhand,2020,1,bageshwar district,58220,84722349.28857002
17501,uttarakhand,2020,1,udham singh nagar district,1320641,2462031686.6688175
17502,uttarakhand,2020,1,haridwar district,1746548,2829682337.55844
17503,uttarakhand,2020,1,champawat district,71250,114406606.10337359
17504,uttarakhand,2020,1,nainital district,591916,1012419762.4026624
17505,uttarakhand,2020,1,dehradun district,4292172,7855577949.518105
17506,uttarakhand,2020,1,chamoli district,122706,211908675.2839394
17507,uttarakhand,2020,1,almora district,158941,262516586.53569755
17508,uttarakhand,2020,1,uttarkashi district,96469,176256181.79746825
17509,uttarakhand,2020,1,pithoragarh district,132585,231555480.8832615
17510,uttarakhand,2020,1,rudraprayag district,74461,122618449.68931642
17511,uttarakhand,2020,1,pauri garhwal district,265239,428956086.0113152
17512,uttarakhand,2020,1,tehri garhwal district,200636,365428107.2466619
17513,uttarakhand,2020,2,bageshwar district,91958,115622508.26946892
17514,uttarakhand,2020,2,udham singh nagar district,1430868,2605047531.8868837
17515,uttarakhand,2020,2,haridwar district,1633204,2717831193.887991
17516,uttarakhand,2020,2,champawat district,109021,162391481.0259492
17517,uttarakhand,2020,2,nainital district,661723,1075299747.5588312
17518,uttarakhand,2020,2,dehradun district,3619286,7204561616.48045
17519,uttarakhand,2020,2,chamoli district,180349,274419553.19735515
17520,uttarakhand,2020,2,almora district,256356,333359506.69689095
17521,uttarakhand,2020,2,uttarkashi district,143866,241132342.2347738
17522,uttarakhand,2020,2,pithoragarh district,193141,309868814.02295196
17523,uttarakhand,2020,2,rudraprayag district,115692,156079665.36803532
17524,uttarakhand,2020,2,pauri garhwal district,337679,488475349.76430535
17525,uttarakhand,2020,2,tehri garhwal district,274627,410098391.70712256
17526,uttarakhand,2020,3,bageshwar district,113186,158927994.60522747
17527,uttarakhand,2020,3,udham singh nagar district,1570042,2930954022.9558268
17528,uttarakhand,2020,3,haridwar district,2251448,4070826642.206731
17529,uttarakhand,2020,3,champawat district,129549,216919449.54937637
17530,uttarakhand,2020,3,nainital district,984746,1918487570.1438391
17531,uttarakhand,2020,3,dehradun district,4899672,9682445376.09395
17532,uttarakhand,2020,3,chamoli district,219226,388151115.2672857
17533,uttarakhand,2020,3,almora district,319939,453570746.46387815
17534,uttarakhand,2020,3,uttarkashi district,166514,318056161.8167209
17535,uttarakhand,2020,3,pithoragarh district,237817,421302996.40247244
17536,uttarakhand,2020,3,rudraprayag district,133146,214478001.77062732
17537,uttarakhand,2020,3,pauri garhwal district,441783,734135974.61854
17538,uttarakhand,2020,3,tehri garhwal district,351867,595254916.1120149
17539,uttarakhand,2020,4,bageshwar district,175079,243513878.83942905
17540,uttarakhand,2020,4,udham singh nagar district,2363335,4514038446.219884
17541,uttarakhand,2020,4,haridwar district,3321783,6085979623.74952
17542,uttarakhand,2020,4,champawat district,184738,339178308.3489728
17543,uttarakhand,2020,4,nainital district,1517073,2922713378.2238545
17544,uttarakhand,2020,4,dehradun district,7225475,12878001020.781935
17545,uttarakhand,2020,4,chamoli district,334855,608689356.7896259
17546,uttarakhand,2020,4,almora district,448847,655069287.4592457
17547,uttarakhand,2020,4,uttarkashi district,248828,446087898.9016932
17548,uttarakhand,2020,4,pithoragarh district,341824,642959649.9234655
17549,uttarakhand,2020,4,rudraprayag district,205575,391044736.1112037
17550,uttarakhand,2020,4,pauri garhwal district,683792,1126540354.654028
17551,uttarakhand,2020,4,tehri garhwal district,562067,938923389.1074793
17552,uttarakhand,2021,1,bageshwar district,125650,228097046.62067777
17553,uttarakhand,2021,1,udham singh nagar district,2400713,4698429212.673304
17554,uttarakhand,2021,1,haridwar district,3637862,6655847670.435171
17555,uttarakhand,2021,1,champawat district,144019,313298147.11381817
17556,uttarakhand,2021,1,nainital district,1656353,3267711093.9339843
17557,uttarakhand,2021,1,dehradun district,10341368,16714266661.471684
17558,uttarakhand,2021,1,chamoli district,251971,534930142.84450316
17559,uttarakhand,2021,1,almora district,315595,567283572.0401663
17560,uttarakhand,2021,1,uttarkashi district,199972,419933605.44935334
17561,uttarakhand,2021,1,pithoragarh district,261250,560157950.425506
17562,uttarakhand,2021,1,rudraprayag district,139023,301622374.0812526
17563,uttarakhand,2021,1,pauri garhwal district,637099,1098791516.9842882
17564,uttarakhand,2021,1,tehri garhwal district,497527,927820405.8247087
17565,uttarakhand,2021,2,bageshwar district,200623,300595070.57305586
17566,uttarakhand,2021,2,udham singh nagar district,2949644,5332715640.386387
17567,uttarakhand,2021,2,haridwar district,4083950,7206283398.339356
17568,uttarakhand,2021,2,champawat district,209830,391186970.2603439
17569,uttarakhand,2021,2,nainital district,2022948,3666864167.0763474
17570,uttarakhand,2021,2,dehradun district,11452915,18841754559.75351
17571,uttarakhand,2021,2,chamoli district,335548,592961500.5480487
17572,uttarakhand,2021,2,almora district,516291,813684022.7677014
17573,uttarakhand,2021,2,uttarkashi district,272386,493313162.98720294
17574,uttarakhand,2021,2,pithoragarh district,373518,706633659.8182425
17575,uttarakhand,2021,2,rudraprayag district,198601,358593778.78038114
17576,uttarakhand,2021,2,pauri garhwal district,772232,1284331635.4191165
17577,uttarakhand,2021,2,tehri garhwal district,611946,1001900308.1286169
17578,uttarakhand,2021,3,bageshwar district,195216,339140370.82216936
17579,uttarakhand,2021,3,udham singh nagar district,3972342,6845281919.429771
17580,uttarakhand,2021,3,haridwar district,5509173,8989314144.10345
17581,uttarakhand,2021,3,champawat district,225508,452316414.89691293
17582,uttarakhand,2021,3,nainital district,2632707,4647117597.836014
17583,uttarakhand,2021,3,dehradun district,15063442,22990701165.284504
17584,uttarakhand,2021,3,chamoli district,352899,738267624.1421455
17585,uttarakhand,2021,3,almora district,518423,912391176.2694778
17586,uttarakhand,2021,3,uttarkashi district,280090,564935671.3357033
17587,uttarakhand,2021,3,pithoragarh district,405020,818234590.9716287
17588,uttarakhand,2021,3,rudraprayag district,198589,391423419.13020337
17589,uttarakhand,2021,3,pauri garhwal district,969356,1594948974.778614
17590,uttarakhand,2021,3,tehri garhwal district,719519,1243423714.563628
17591,uttarakhand,2021,4,bageshwar district,228125,429855016.57681274
17592,uttarakhand,2021,4,udham singh nagar district,5131031,9041480525.639933
17593,uttarakhand,2021,4,haridwar district,7030490,11490457874.693764
17594,uttarakhand,2021,4,champawat district,279541,581241391.496042
17595,uttarakhand,2021,4,nainital district,3236410,5812451204.097101
17596,uttarakhand,2021,4,dehradun district,20099531,30616000516.70843
17597,uttarakhand,2021,4,chamoli district,444044,935680417.2825816
17598,uttarakhand,2021,4,almora district,621457,1157426313.556387
17599,uttarakhand,2021,4,uttarkashi district,340832,699763855.0503579
17600,uttarakhand,2021,4,pithoragarh district,493686,1047695615.6454681
17601,uttarakhand,2021,4,rudraprayag district,296477,644334317.5148525
17602,uttarakhand,2021,4,pauri garhwal district,1252707,2087257954.5768223
17603,uttarakhand,2021,4,tehri garhwal district,906949,1604463156.5824413
17604,uttarakhand,2022,1,bageshwar district,240815,464249473.4222708
17605,uttarakhand,2022,1,udham singh nagar district,5878926,10009445962.437685
17606,uttarakhand,2022,1,haridwar district,7982968,12739141532.519213
17607,uttarakhand,2022,1,champawat district,307080,618157667.8282931
17608,uttarakhand,2022,1,nainital district,3419287,5973753416.613321
17609,uttarakhand,2022,1,dehradun district,22257700,33123635654.16364
17610,uttarakhand,2022,1,chamoli district,447942,908267962.1925865
17611,uttarakhand,2022,1,almora district,615373,1114809944.882173
17612,uttarakhand,2022,1,uttarkashi district,354038,690101594.2170823
17613,uttarakhand,2022,1,pithoragarh district,513359,1077070807.370165
17614,uttarakhand,2022,1,rudraprayag district,254813,498507056.829461
17615,uttarakhand,2022,1,pauri garhwal district,1340407,2160205589.4174557
17616,uttarakhand,2022,1,tehri garhwal district,948064,1601435838.181318
17617,uttarakhand,2022,2,bageshwar district,337262,546605012.7624527
17618,uttarakhand,2022,2,udham singh nagar district,7173658,11516900702.588758
17619,uttarakhand,2022,2,haridwar district,10586018,16128591903.365211
17620,uttarakhand,2022,2,champawat district,441429,802026422.3335738
17621,uttarakhand,2022,2,nainital district,4229607,6957275629.433159
17622,uttarakhand,2022,2,dehradun district,28405360,40081073999.877716
17623,uttarakhand,2022,2,chamoli district,724863,1456305122.8944721
17624,uttarakhand,2022,2,almora district,917436,1470548875.9558089
17625,uttarakhand,2022,2,uttarkashi district,540533,1141949487.1675887
17626,uttarakhand,2022,2,pithoragarh district,744947,1370280861.667244
17627,uttarakhand,2022,2,rudraprayag district,555674,1343191881.07683
17628,uttarakhand,2022,2,pauri garhwal district,1914947,2946932725.366783
17629,uttarakhand,2022,2,tehri garhwal district,1595144,2551688400.844716
17630,uttarakhand,2022,3,bageshwar district,280678,438943544.9939508
17631,uttarakhand,2022,3,udham singh nagar district,8359056,12605973683.641441
17632,uttarakhand,2022,3,haridwar district,12207906,17469868639.355198
17633,uttarakhand,2022,3,champawat district,409237,690132451.4541664
17634,uttarakhand,2022,3,nainital district,4918426,7504228522.498605
17635,uttarakhand,2022,3,dehradun district,31286908,43421889600.77414
17636,uttarakhand,2022,3,chamoli district,759073,1357043504.4213452
17637,uttarakhand,2022,3,almora district,862733,1333633913.7202659
17638,uttarakhand,2022,3,uttarkashi district,574366,1020415832.5023174
17639,uttarakhand,2022,3,pithoragarh district,824882,1386396764.7434978
17640,uttarakhand,2022,3,rudraprayag district,538517,1035378469.1373514
17641,uttarakhand,2022,3,pauri garhwal district,1692144,2462947906.054614
17642,uttarakhand,2022,3,tehri garhwal district,1282593,1914407105.066064
17643,uttarakhand,2022,4,bageshwar district,377996,572631360.7164435
17644,uttarakhand,2022,4,udham singh nagar district,10333475,16094358620.839266
17645,uttarakhand,2022,4,haridwar district,13503692,19912247185.811954
17646,uttarakhand,2022,4,champawat district,469043,807571212.9402206
17647,uttarakhand,2022,4,nainital district,5012268,7697883412.598278
17648,uttarakhand,2022,4,dehradun district,40807331,58612213437.28185
17649,uttarakhand,2022,4,chamoli district,1117730,1880933827.7386518
17650,uttarakhand,2022,4,almora district,1009910,1571073455.8092246
17651,uttarakhand,2022,4,uttarkashi district,539699,916448376.726758
17652,uttarakhand,2022,4,pithoragarh district,920523,1481932435.116687
17653,uttarakhand,2022,4,rudraprayag district,492035,951611612.2036073
17654,uttarakhand,2022,4,pauri garhwal district,1993213,2930488128.435723
17655,uttarakhand,2022,4,tehri garhwal district,1406965,2066653765.1403933
17656,uttarakhand,2023,1,bageshwar district,548380,789534270.0
17657,uttarakhand,2023,1,udham singh nagar district,13978521,20542684972.0
17658,uttarakhand,2023,1,haridwar district,18798046,26500543614.0
17659,uttarakhand,2023,1,champawat district,779378,1226950637.0
17660,uttarakhand,2023,1,nainital district,6645871,9531910281.0
17661,uttarakhand,2023,1,dehradun district,28447368,33916386161.0
17662,uttarakhand,2023,1,chamoli district,1029945,1609382133.0
17663,uttarakhand,2023,1,almora district,1388916,2028760785.0
17664,uttarakhand,2023,1,uttarkashi district,839385,1329618478.0
17665,uttarakhand,2023,1,pithoragarh district,1284719,1892055904.0
17666,uttarakhand,2023,1,rudraprayag district,647909,1003356899.0
17667,uttarakhand,2023,1,pauri garhwal district,2750629,3734478564.0
17668,uttarakhand,2023,1,tehri garhwal district,2246608,3074244887.0
17669,uttarakhand,2023,2,bageshwar district,726950,985959187.0
17670,uttarakhand,2023,2,udham singh nagar district,16932356,22588115268.0
17671,uttarakhand,2023,2,haridwar district,24260673,32327305602.0
17672,uttarakhand,2023,2,champawat district,1047124,1524868083.0
17673,uttarakhand,2023,2,nainital district,8645252,11941153554.0
17674,uttarakhand,2023,2,dehradun district,34692859,40261073972.0
17675,uttarakhand,2023,2,chamoli district,1825969,2983545303.0
17676,uttarakhand,2023,2,almora district,2020325,2786364746.0
17677,uttarakhand,2023,2,uttarkashi district,1342970,2344893299.0
17678,uttarakhand,2023,2,pithoragarh district,1742817,2468595556.0
17679,uttarakhand,2023,2,rudraprayag district,1800936,3485553463.0
17680,uttarakhand,2023,2,pauri garhwal district,4018333,5335354696.0
17681,uttarakhand,2023,2,tehri garhwal district,3701650,5040089669.0
17682,uttarakhand,2023,3,bageshwar district,666377,884550586.0
17683,uttarakhand,2023,3,udham singh nagar district,18606679,23427520009.0
17684,uttarakhand,2023,3,haridwar district,26611336,32455299270.0
17685,uttarakhand,2023,3,champawat district,980015,1409437100.0
17686,uttarakhand,2023,3,nainital district,8620296,11035263272.0
17687,uttarakhand,2023,3,dehradun district,36594851,40603170022.0
17688,uttarakhand,2023,3,chamoli district,1628923,2311170473.0
17689,uttarakhand,2023,3,almora district,1840191,2475467644.0
17690,uttarakhand,2023,3,uttarkashi district,1203734,1795883675.0
17691,uttarakhand,2023,3,pithoragarh district,1640048,2330514157.0
17692,uttarakhand,2023,3,rudraprayag district,1476972,2139338372.0
17693,uttarakhand,2023,3,pauri garhwal district,3468288,4209599000.0
17694,uttarakhand,2023,3,tehri garhwal district,2946977,3685184541.0
17695,uttarakhand,2023,4,bageshwar district,784103,1054498578.0
17696,uttarakhand,2023,4,udham singh nagar district,21410120,28068932760.0
17697,uttarakhand,2023,4,haridwar district,28637960,36736177867.0
17698,uttarakhand,2023,4,champawat district,1140896,1669257641.0
17699,uttarakhand,2023,4,nainital district,10021918,13092884973.0
17700,uttarakhand,2023,4,dehradun district,39924330,45527971116.0
17701,uttarakhand,2023,4,chamoli district,1829681,2641361200.0
17702,uttarakhand,2023,4,almora district,2132117,2880351271.0
17703,uttarakhand,2023,4,uttarkashi district,1280636,1873135253.0
17704,uttarakhand,2023,4,pithoragarh district,1905720,2679789715.0
17705,uttarakhand,2023,4,rudraprayag district,1556978,2445583289.0
17706,uttarakhand,2023,4,pauri garhwal district,4056147,5117131019.0
17707,uttarakhand,2023,4,tehri garhwal district,3390834,4296372580.0
17708,uttarakhand,2024,1,bageshwar district,810801,1049823576.0
17709,uttarakhand,2024,1,udham singh nagar district,23428419,30266800896.0
17710,uttarakhand,2024,1,haridwar district,31584263,39476373389.0
